idx,scheduled_t_rel_s,t_rel_s,latency_s,status,ttft_s,avg_tbt_s,worst_tbt_s
662,33.326,33.326546368998606,56.109734536999895,ok,0.10571329300000798,0.7089114707974843,54.57373117699899
663,33.342,33.34247383000002,56.08743497999967,ok,0.08975336399998923,0.7088312178227711,54.567497176998586
664,33.357,33.357379768998726,56.076537700999324,ok,0.11170231899995997,0.708415438810127,54.57140082299884
665,33.42,33.42031670899996,56.010377905000496,ok,0.08744867099994735,0.7078849864050702,54.56826593400001
666,33.451,33.45146334199853,55.98085167499994,ok,0.09355982799934282,0.7074338661519114,54.569857156999205
667,33.497,33.497293884998726,55.9358193879998,ok,0.08688728200104379,0.7069483118480957,54.57061990500006
668,33.513,33.51398035599959,55.9207266780013,ok,0.11269940300007875,0.7064305323797444,54.57218838600056
669,33.559,33.559248971998386,55.877824330000294,ok,0.07073333900007128,0.706418678835459,54.57448701300018
670,33.575,33.575522194998484,55.86653028699948,ok,0.05453890599892475,0.7064806674936819,54.57930447699982
671,33.637,33.63723795599981,55.7942919369998,ok,0.11326930100040045,0.7048228488607561,54.56903722900097
672,33.653,33.65339339299862,55.78211260699936,ok,0.10060014800001227,0.7048290885316338,54.5729508630011
673,33.792,33.79316284699962,55.64974611500111,ok,0.08034638200115296,0.7034099162784871,54.57927338300033
674,33.886,33.887711272998786,55.556081836000885,ok,0.09498361800069688,0.7020390161519053,54.58009674799905
675,34.051,34.05568202499853,55.39134598200144,ok,0.10894900400126062,0.6997769798607448,54.58320165199984
676,34.101,34.10149032299887,55.34648182700039,ok,0.1002354070005822,0.6993193778860679,54.58413170200038
677,34.152,34.1522540219994,55.296649703001094,ok,0.08623114100009843,0.6988658650000075,54.58505456500097
678,34.185,34.1858253349983,55.26552391899895,ok,0.0891318339999998,0.6984351167215025,54.58742261000043
679,34.219,34.220909997999115,55.23136765599884,ok,0.09057188099905034,0.7161139948441685,54.588398883999616
680,34.253,34.253675000998555,55.19955694100099,ok,0.0614590519999183,0.6979503875443214,54.589286536000145
681,34.32,34.32030186299926,55.13390260199958,ok,0.4249445610003022,0.6925182510253014,54.59021904200017
682,34.337,34.337330393998855,55.117835916998956,ok,0.4081463869988511,0.6925275119873605,54.591185021001365
683,34.438,34.438727628999914,55.017568309000126,ok,0.40511551600138773,0.6912966641012657,54.59211593299915
684,34.455,34.45519187799982,55.0022711849997,ok,0.38867812900025456,0.6913110968987295,54.59323861499979
685,34.488,34.488728825999715,54.970025221999094,ok,0.35516397199899075,0.7092835973896174,54.59438240500094
686,34.522,34.52221593399918,54.9227355289986,ok,0.3214905009990616,0.6911547956455643,54.580956056001014
687,34.555,34.555710481999995,54.8903698590002,ok,0.2880241120001301,0.6911687354303802,54.58209471000009
688,34.589,34.58920670099906,54.86114803300006,ok,0.25455434799914656,0.6912223748101347,54.58596515299905
689,34.623,34.62319957499858,54.836727665999206,ok,0.22059047099901363,0.6913432797341844,54.59567455200158
690,34.639,34.639695924999614,54.82134953700006,ok,0.2041227980007534,0.6913570933670886,54.596817998000915
691,34.707,34.70817179699952,54.75405219099957,ok,0.13550325600044744,0.6913738011518967,54.597918794999714
692,34.842,34.84825100599846,54.61513189300058,ok,54.61401023000144,1.3984696193755887e-05,2.3426000552717596e-05
693,34.858,34.86259603999861,54.6019224899992,ok,54.600807274000545,1.3907379726805619e-05,2.185199991799891e-05
694,34.875,34.8758652359993,54.530171880000125,ok,54.52894152600129,1.5265607578816963e-05,3.818100049102213e-05
695,34.892,89.47631656599879,60.78169306900054,ok,60.78058752200013,1.4135298690896228e-05,2.823799877660349e-05
696,34.909,89.47688329899938,60.79168637899966,ok,60.7905805169994,1.3801113928372005e-05,2.156999835278839e-05
697,35.101,89.47713844499958,60.79599153599884,ok,60.79486273299881,1.408063291842442e-05,2.7436999516794458e-05
698,35.135,89.47757108399855,60.78987169900029,ok,60.78873727300015,1.4153822789173514e-05,2.189599945268128e-05
699,35.185,89.47782478599947,60.788445016998594,ok,60.787284876998456,1.4449126600866983e-05,2.4840001060510986e-05
700,35.202,89.47804838199954,60.79167470599896,ok,60.79057228799866,1.3758848120843037e-05,2.511000093363691e-05
701,35.219,89.47823148499992,60.79261248600051,ok,60.79152177799915,1.3620531660043398e-05,2.508999932615552e-05
702,35.32,89.47841897699982,60.793556456999795,ok,60.79245319799884,1.377444305380547e-05,2.6199999410891905e-05
703,35.337,89.47859360199982,60.80486931099949,ok,60.803748086998894,1.3983734178613235e-05,2.2075000742916018e-05
704,35.371,89.47878899899843,60.79897983699993,ok,60.797860204000244,1.3967379736986683e-05,2.817899985529948e-05
705,35.388,89.47895107699878,60.81147997900007,ok,60.810336210999594,1.4266531655301129e-05,2.4236000172095373e-05
706,35.404,89.47911384799954,60.80551271500008,ok,60.804379490999054,1.4019443058921613e-05,2.207000034104567e-05
707,35.472,89.47928073299954,60.799621068001215,ok,60.798518598001465,1.3760480997697862e-05,2.7324000257067382e-05
708,35.505,89.47946333599975,60.809792965999804,ok,60.808672230999946,1.3981886085379233e-05,2.3426000552717596e-05
